IdUtilizador,Nome,Email,Password,DataNascimento,DataCriacao,Geolocalizacao
250,Alan Tucker,alan1226@outlook.com,EPw7YjfUEz,12/3/1989,14/4/2022,-35.310, 	+180
251,Sato Momoe,momsa@hotmail.com,JKPEQaEvYX,18/9/1989,12/12/2022,-6.5, 180.000
252,Qian Anqi,qian84@gmail.com,jia5ZHQtgO,25/12/2004,16/7/2024,+28, 	180
253,Takada Itsuki,ti609@hotmail.com,wG7OJAANE0,5/3/1993,2/8/2023,9.22,	  -138
254,Guo Lu,luguo7@hotmail.com,uKxX1Ard34,20/9/1998,17/6/2025,64.5864,   179.002
255,Sugawara Hikaru,hikaru43@gmail.com,jG4l3gGUK3,28/11/1997,26/5/2023,90.000,		 -180.0
256,Kao Ho Yin,kaohy43@mail.com,sPOQzpSauO,18/11/1979,6/4/2023,-90.00,	36.43
257,Takeuchi Misaki,tmisa3@hotmail.com,EAt22lMeb9,18/6/1976,13/7/2024,90.0000,180.0000
258,Endo Ayato,endo7@mail.com,JGw2lqSK6Z,22/9/1989,13/10/2025,-90, -180.0
259,Cho Ka Ling,chkl316@gmail.com,bgaBLCw2AQ,16/11/1984,18/4/2022,+35,  	180.0
260,Sasaki Yuito,yuito1@gmail.com,mP5zIi2xJz,30/4/1994,11/7/2024,90,	128.93
261,Ono Hazuki,haono67@icloud.com,qkdJAEX8U2,1/2/1986,7/3/2025,32,13
262,Jiang Lu,lujiang@gmail.com,CnIiXWbFVS,30/3/1990,28/6/2023,90.0000,  -106.855
263,Martha Jimenez,jmartha3@icloud.com,o5T26GRhaq,14/8/1977,29/6/2023,90,	 180.0000
264,Mao Lan,mal617@gmail.com,OaUi3dWwtY,14/6/1996,15/2/2025,90.000, 180.0000
265,Lam Chun Yu,lamcy@gmail.com,BqYEvNrIEc,19/5/2005,26/11/2025,+5,  	61
266,Lee Wing Sze,wingszelee@hotmail.com,stmNhzcdQP,14/7/1989,7/5/2023,+90,	5
267,Han Zhennan,han414@gmail.com,Q4d6nc3s3f,1/4/1984,24/11/2025,-2.1813, 	+180
268,Kwan Suk Yee,kwansy@sapo.pt,LY8E8MkVTJ,22/3/1986,13/9/2025,90,	 	180.0000
269,Willie Gray,willieg10@gmail.com,iWnGM5CPzY,7/6/1999,23/12/2023,38.4866,	-105
270,Yamamoto Kasumi,kyamamoto@gmail.com,BE14Ejy9u8,5/6/1996,6/1/2022,-90, +180
271,Shimizu Shino,shimizushi@gmail.com,ZlUiItr8cU,20/7/2000,20/11/2022,6,		+134.5
272,Kathryn Morales,moka@gmail.com,Bol4cUovHM,5/2/1971,18/11/2024,90.0000,180.00
273,Shao Shihan,shihans72@yahoo.com,XMPdqLQvk0,15/12/1996,26/10/2022,4,	 -167
274,Hui Ching Wan,chingwanhui@yahoo.com,w4zEe9klEX,29/9/1986,10/9/2022,-8, 	25.5
275,Tammy Grant,tammy03@hotmail.com,XgmYJe19Sr,29/9/1977,14/10/2024,36.08,+180
276,Kao Wai Yee,kaowy@hotmail.com,xuuZnkqqVT,30/12/2004,11/3/2022,90.0000,		180
277,Ogawa Mai,maio@gmail.com,7x61NFdo4n,2/8/1994,2/7/2022,4,	-180.0000
278,Yokoyama Ayano,yokoyayano@outlook.com,DxFvXDahTH,27/12/1971,30/8/2022,1,	  +141
279,Miu Suk Yee,miusy902@gmail.com,sZjqtiFhi4,9/6/1994,22/7/2025,90.0000, 		60
280,Li Yuning,liyuning46@outlook.com,Lnn9uKuBKX,7/9/1971,29/6/2022,6.0533,	 	+180
281,Yang Zhennan,yangzhenn@hotmail.com,L6tMDnkXXf,2/8/1983,28/1/2023,-90.000,	  +180
282,Sugawara Momoe,sugawaramomoe@sapo.pt,lzOXmN529l,24/1/1998,7/4/2023,13,	180
283,Guo Yunxi,guoy@gmail.com,2lAoziZYml,17/11/1981,26/3/2023,4,+180
284,Arimura Momoe,momoe525@outlook.com,fwQOYy7pTY,4/1/1983,26/10/2022,8.1,	  +180.0
285,Sakamoto Nanami,nsa@gmail.com,AA7rqk44nh,6/1/1997,14/1/2023,+90,+35
286,Su Xiuying,xiusu@outlook.com,BLcWvEHrw1,2/9/1980,15/2/2025,-85.9804,	  135.0677
287,Teresa Castillo,teresacastillo@mail.com,DRgBylNkJI,8/4/1986,30/12/2023,90.00,	128
288,Chic Wing Sze,chic1@icloud.com,RNP8C994q8,24/5/1978,30/12/2023,+90,165.8261
289,Lai On Kay,onkal2@hotmail.com,oVdLimXxJN,15/6/2002,6/2/2025,90, 129.6
290,Cho Tak Wah,ctakwah@outlook.com,ihc6J7y8e5,10/6/1989,3/5/2023,+0,  	180
291,Yu Lan,yula508@gmail.com,vNx1yK9cRT,3/9/1979,30/5/2023,+90,		 22
292,Frances Lewis,frances104@hotmail.com,rk9iPACQ9y,5/5/1981,2/7/2022,43,	 +43.59
293,Koyama Ikki,ikkikoyama@outlook.com,bZpxpc9KCL,6/6/1987,1/2/2022,90.0,		-34
294,Herbert Hill,herh@gmail.com,EOGW9NXHwf,16/6/1979,15/10/2024,+90.00,+180.0
295,Takada Ayano,ayta@hotmail.com,U89sfu9Xjs,4/4/1977,26/5/2024,90.000,		101
296,Tin Fu Shing,tinfushing706@hotmail.com,snwbMD0OvF,14/9/1978,23/6/2023,62.85,-180.00
297,Abe Aoi,abeaoi@gmail.com,XRSK6W9w8A,9/4/1986,26/5/2023,-90.0,	 1
298,Kong Xiuying,xiuying8@gmail.com,eYCFNOJWpE,16/5/1995,26/6/2023,7.2,180.000
299,Huang Jiehong,jiehong3@gmail.com,0jo6wRXCHT,14/4/1999,16/6/2024,90.000,	 -103
300,Matsui Kaito,mka@gmail.com,Fv8D7ddU7Y,21/11/1999,17/7/2024,-8,		+180
301,Margaret Medina,medina9@gmail.com,GMb6Xl7LdP,23/3/1975,12/9/2023,-90,	 180.000
302,Ishii Yuto,ishiyu906@gmail.com,xFmnpQPdZ2,6/5/2003,30/8/2024,-90.00,-180
303,Miyazaki Hazuki,miyazaki909@gmail.com,1ccJvHLv8Q,30/8/1984,30/11/2025,78,	  +135.76
304,Otsuka Yamato,yots55@outlook.com,vXmcZCOv6r,25/8/1980,28/2/2025,-2,	 	-180.00
305,Wong Tsz Hin,wong213@gmail.com,LWZkuzbUqw,18/3/1978,7/6/2024,-90,		-5.1192
306,Noguchi Misaki,noguchimis@mail.com,dqBYUZFBJJ,24/9/1992,30/6/2022,+90,	+179.0397
307,Tang Xiuying,tx6@hotmail.com,hn7Oc4diRL,15/4/1971,9/3/2023,90.0,   -180.0
308,Takada Misaki,mistakada1@outlook.com,CKBd0an9l1,11/11/1988,18/7/2024,+1, 	-148.86
309,Sato Mitsuki,msato@mail.com,vbkbcSTNXD,3/5/1992,4/3/2022,48.9,180
310,Yau Ming Sze,mingszey2@outlook.com,sN8Izuj6mC,3/10/1981,7/6/2025,90,		+121.727
311,Chris Morgan,chrismorgan72@gmail.com,chooWIZYxu,6/12/1983,25/1/2024,-8.5, 	-180
312,Okada Shino,okadashin411@hotmail.com,Ck9B3ASktN,7/2/1975,28/2/2025,+87,0
313,Nishimura Mai,nishimura507@gmail.com,sTCImAQDKJ,29/9/1993,27/6/2022,62, 	116
314,Kwan Kwok Yin,kkwok@hotmail.com,G4doyzUAx3,22/10/1973,3/5/2023,+90.00,	 +180.0
315,Fukuda Kaito,fukudk9@gmail.com,v3NBItE51G,27/1/2004,3/4/2022,+57.6575,  +180
316,Yung Siu Wai,yusiuwai@icloud.com,f4OF8F2158,13/4/1976,4/12/2024,-3,	-137
317,Chung Sze Kwan,chung1952@icloud.com,CZ5fZTkHFX,8/7/1975,20/3/2025,-5.371, 	+9
318,Kimura Ren,reki10@gmail.com,nKWC3uYV8n,5/2/2003,10/10/2022,-18.15,180
319,Jane Jimenez,jimenezj101@icloud.com,L6caJRWgvg,14/4/1993,16/1/2023,90.0000,   +168.976
320,Feng Rui,rf2@sapo.pt,k4wJrjxxfy,16/1/1978,17/6/2024,-55,	120.462
321,Fung Lai Yan,fungly@outlook.com,y8m8toX4Mo,3/1/1989,14/3/2023,90.00,+180
322,Zhu Ziyi,zizh@gmail.com,WXnsCYDr11,24/7/1988,15/1/2022,90.0, 		-180.0000
323,Liang Rui,rul@icloud.com,oYJM0aFWAb,21/11/1981,24/7/2025,+90,  	-60.6681
324,Kudo Akina,kudoakina@icloud.com,vC9fs4aldO,8/9/2002,21/12/2024,+3.82,		 -61.9567
325,Sato Seiko,seikosa09@hotmail.com,eNKTatSexi,25/9/1979,11/8/2023,+90.000,	-168.7498
326,Deborah Castro,decast10@gmail.com,HCscCijGmN,6/1/2000,20/2/2024,+19,  -133.2
327,Cheryl Romero,romero4@icloud.com,M2I42fVk2Q,6/12/1995,5/3/2024,+5.753,+5.5196
328,Loui Wai Yee,wyl1214@gmail.com,7WvtQ9R1qf,18/2/1991,28/1/2022,+90,	25.2718
329,Tang Shihan,tshi@gmail.com,0Z7JdzRm4C,2/9/2003,28/8/2025,-90,135.3
330,Leung Siu Wai,leung1970@mail.com,43Qfzd13fP,18/9/1974,22/10/2024,90,136
331,Angela Ferguson,angela2006@gmail.com,MNJitYMpQh,5/3/2000,10/12/2024,90.000, -1
332,Johnny James,johnnyj1127@sapo.pt,syvpPgFA0p,9/2/1989,9/11/2024,-5.7398,+180
333,Wei Rui,rui605@mail.com,Tfv8Yw3TXm,3/3/2002,29/10/2024,-90,  	180
334,Wei Lan,weila@hotmail.com,u8TWXMy1A2,13/3/1985,23/4/2023,90.000,		 162.265
335,Long Lan,lonlan@outlook.com,v152up2Yqu,30/11/1977,21/4/2023,64,180
336,Alfred Robinson,aro@gmail.com,pIYIH5Ozt0,26/4/2005,10/6/2023,90.0,  6.0450
337,Song Xiuying,song10@gmail.com,xug6zmg4kl,21/6/1987,30/12/2024,49,		-2.693
338,Morita Daichi,modaichi721@icloud.com,YdmwTRdxX5,13/5/1995,1/9/2025,-90.0, 	+180.00
339,Noguchi Momoe,momoenoguchi7@outlook.com,0MZujonau8,19/3/1971,22/10/2025,3,	-180
340,Shimada Sakura,sakurshimada@sapo.pt,4iC1LSAPfB,26/3/1985,21/7/2022,+90.000,+180.0000
341,Sharon Richardson,richardsonsharon@outlook.com,Y4PEJHVtHE,24/5/1991,27/11/2024,65.2,  110.610
342,Steve Edwards,steveedwa@gmail.com,yvhEBTu7ub,22/10/1977,9/9/2024,70.533,  -180
343,Chow Ho Yin,hoyin70@sapo.pt,DbEJstP4D2,20/4/1970,5/7/2023,-50, 91
344,Saito Nanami,nanamisaito1953@yahoo.com,aphOmWU0BI,5/9/1975,8/12/2023,-2.1561,-180
345,Tsui On Kay,tsui7@gmail.com,MY4mFfwdXl,10/6/1974,7/7/2024,90.00,180
346,Kato Rin,karin@gmail.com,QjJb4Y6WKf,8/7/1990,16/6/2022,4,		3.8
347,Jacqueline Ferguson,ferja@outlook.com,iairxKhW7r,15/12/1987,8/12/2022,-90.00, +106.644
348,Yamamoto Seiko,seikoyamamoto415@outlook.com,t5G6v6Klbm,17/9/1982,5/2/2025,-90.0,+180.00
349,Jia Anqi,jiaanqi@hotmail.com,KHQmAUnQKg,24/9/1999,14/2/2022,-3.6, 		+180.00
350,Julie Alvarez,jal@gmail.com,3PfNsJwBOr,28/3/1988,17/10/2025,-90.0,  180
351,Jane Murray,jmurr6@icloud.com,Yy5biziUux,25/7/1970,10/9/2023,+5,	7
352,Henry Anderson,andersonhenry@gmail.com,fLdeq1edxr,13/11/2001,25/6/2022,-63.1,	 	180
353,Nakagawa Seiko,seikon@outlook.com,ON4Lnk3yvB,30/10/1998,23/1/2022,+90.0,  	180
354,Yam Siu Wai,siuwaiyam@gmail.com,ikGIRgtla5,23/1/2000,28/8/2025,25,	+180.0000
355,Su Zhennan,zhennans@gmail.com,FhG4AZS1uH,24/12/1984,13/12/2023,-90.0,	 	180.0
356,Wong Chi Ming,wochiming1974@icloud.com,jQaM3kXPPd,10/8/1990,16/10/2023,15.183,  -180.000
357,Lee Gonzales,lgon4@gmail.com,WnJt8IAxow,3/11/1980,8/4/2024,3.20,63.11
358,Nakagawa Airi,nakagawaair@gmail.com,nH57Z8gBzf,29/10/1986,14/3/2024,3,	+5.2
359,Uchida Aoi,aoiuchid@gmail.com,EzQVPrDmFS,19/11/1988,10/5/2024,+2,			-180
360,Micheal Simpson,simpsonmicheal@yahoo.com,ffnMyGjBM5,6/7/2005,22/10/2024,-90,180
361,Pan Lan,lanpan6@hotmail.com,Wj8enT9W8B,21/12/1986,3/5/2024,56.62,   180.0
362,Ethel Price,price1@mail.com,tArwbUZvk3,19/11/1990,27/4/2024,0, -180.00
363,Chin Sai Wing,chin7@icloud.com,8jYQGKJtZn,23/11/2000,28/12/2024,8.9,  	83
364,Taniguchi Riku,rtaniguchi@icloud.com,4jGTN2LE3c,7/3/1994,3/11/2024,0.083, -5
365,Clara Thomas,thomas80@gmail.com,ZWZspP46ix,19/2/1985,21/11/2023,6.71,  -94
366,Kim Nelson,nelsonk@hotmail.com,HBTt7pYIhW,26/9/1982,19/7/2025,90.0000,	  180.000
367,Cui Ziyi,cziyi81@gmail.com,SpFNfJu6Jb,11/1/1978,19/2/2023,+31, 		-180
368,Tang Wing Suen,tangws@mail.com,Niwr8DJSnT,13/1/1977,6/6/2023,-90.000,-180
369,Hung Ho Yin,hyhun@outlook.com,7o84r1gyAD,6/7/2004,12/2/2025,90.0,			+79.5154
370,Chung Tin Lok,chung51@gmail.com,5fDtGVs08C,30/6/1989,24/1/2022,34, 	 -180.0
371,Terry Woods,woods1003@gmail.com,CdDBAHEkQq,9/8/1971,10/9/2025,9, -180.0000
372,Long Jialun,jialon16@gmail.com,xCSOSUhzXL,1/1/2000,7/4/2023,90,		+7.3300
373,Tong Sze Yu,syt10@hotmail.com,Q5vqMx5oW3,14/10/1981,29/10/2022,90,	-143.6
374,Jin Lan,jlan1997@hotmail.com,iyogg0epam,24/10/1978,16/8/2022,90,	  180.000
375,Lin Lan,lin4@gmail.com,ISgm9WnLZK,31/5/2004,29/3/2024,-90,	 -180.00
376,Ono Momoe,moon@gmail.com,J6zjPHiPmH,26/7/1985,12/2/2022,-0.12,	 	+180.00
377,Lok Kwok Wing,lok227@icloud.com,GlirkKw2UQ,7/8/2004,20/9/2024,+90.000,-180.0000
378,Song Ziyi,zsong@hotmail.com,HCP546Fo8l,21/9/1974,24/11/2023,-3.25,		 +156.815
379,Fred Washington,wfred@gmail.com,u1ecJ9iFrw,4/7/1994,17/1/2022,90.000, +8.6200
380,Arai Rena,rearai@hotmail.com,8FEw1usCzu,8/8/1980,14/8/2024,+90.000,  -141
381,Jiang Shihan,sjian@gmail.com,llEEjh7efw,11/1/1979,24/2/2025,17,	  180.00
382,Clara Gonzalez,gonzalez9@hotmail.com,qwl0yhfaDf,1/3/1973,5/10/2022,-0,-180.0
383,Cui Anqi,ancui@hotmail.com,ACZ7TQQZZn,8/9/1984,10/9/2022,69.6000,180
384,Hao Jiehong,hj711@gmail.com,ainMGzThVo,22/3/2004,18/2/2023,4,		 22
385,Ono Kaito,kaiono@gmail.com,dDg7LpXVpo,19/5/1990,17/1/2025,11,			+9.0
386,Miyazaki Hana,hanamiya@outlook.com,Ppc2xRzg9v,19/10/1982,7/2/2023,-90.00,-52
387,Yuan Jialun,yuanjialun@outlook.com,tcYZuT4vX5,8/12/1985,27/2/2025,90.000,			180
388,Howard Boyd,boyhowar@gmail.com,jWRtDdXcZl,7/3/1971,30/9/2024,-90, 	180
389,Yan Yunxi,yanyunxi@outlook.com,oqTbRNXH0a,23/8/1974,7/9/2025,0.9,		+135
390,Tammy Robinson,tammyrobi@hotmail.com,PKJO5uZMbV,9/2/1974,26/6/2023,1.670, +108
391,Duan Jialun,jialunduan@hotmail.com,KwsMn6dxoJ,12/5/2002,29/11/2022,90,2
392,Tang Yuning,yuningta1943@gmail.com,dtKtRW0M5Q,10/12/2005,22/2/2022,90.0000, 	 +180
393,Leung Chiu Wai,lechiuwai@gmail.com,b0PW1sVru6,22/6/1980,12/3/2024,7.9793,	3.0004
394,Arimura Kasumi,kasumiari6@gmail.com,q6bLWPEmkJ,28/3/1991,5/11/2024,+90, 7
395,Guo Rui,rugu@outlook.com,u67QujVsg2,30/4/1991,4/7/2023,-90,		180.0
396,Sano Ayano,sayano@outlook.com,ekWs0OmV2i,29/5/1984,18/4/2024,90,	-180
397,Tam Wai San,tamws212@gmail.com,142UCxahXT,20/10/1983,18/3/2022,90,+180
398,Justin Griffin,justingri79@gmail.com,H4n2QoNjXQ,2/9/1989,8/2/2024,0,-180
399,Tsang Wai San,waisan7@outlook.com,5OGFK5tELo,13/7/1982,25/6/2022,8.23, 150.52
400,Au Chi Ming,chimingau@icloud.com,hZOqZt1yZr,29/7/2004,14/12/2022,+37.4,+1
401,Ng Chung Yin,cyng@gmail.com,p2QbFfB9YV,29/6/1995,21/1/2022,63.186,			-135
402,Cheng Sum Wing,sumwing88@icloud.com,cqvdNoMHl4,16/6/1972,13/6/2022,-4.3,	 180
403,Ti Ling Ling,llti@gmail.com,UUd3VXQ3qx,11/3/1989,16/2/2025,29,-180.0000
404,Cynthia Owens,cynthiaowens@outlook.com,yQFzTX8CXW,9/7/1989,22/12/2022,-90,	  +180
405,Kudo Momoka,momokak@icloud.com,qEJGGk4HaG,31/7/1986,9/11/2024,90.00,  	-6
406,Tang Hok Yau,tanghokyau@hotmail.com,ELhLwHI4fv,7/4/1979,3/2/2023,90,   180.0000
407,Koon Kwok Wing,kwokwingkoon@outlook.com,Lm5DY3HKbr,24/12/1982,10/9/2023,+90,180
408,Lo Tsz Hin,loth928@yahoo.com,rzEXsmoipW,22/8/2000,30/8/2023,66.14, 		-117
409,Lisa Powell,lispo7@outlook.com,HL7JacI6Yw,2/5/1999,25/3/2022,90, 	 -180.00
410,Qin Ziyi,ziyi225@gmail.com,r08TQ5LQw3,27/1/1980,14/1/2023,66,	180
411,Bernard Sanders,sberna@hotmail.com,QruAsKp2am,14/10/1986,1/7/2025,+5,  	-135
412,Arimura Aoshi,aa906@icloud.com,gyEg0kMKIU,2/6/1993,27/4/2022,-90.00, 1
413,Taniguchi Takuya,tt3@gmail.com,7y0K54t7FR,22/7/1973,12/1/2024,-81.3,		 -180.0000
414,Wanda Burns,burw@mail.com,7p6nYCwFM2,6/10/1986,9/6/2022,+83.0825,	180.0000
415,Fujita Ryota,ryotaf@hotmail.com,I0wgPnyQtG,24/2/1995,1/12/2024,+77.7,+180.0
416,Ma Kwok Yin,kyma@icloud.com,pIOlt8Soew,26/8/1980,18/2/2024,90.0000,	-1
417,Victoria Ferguson,victoriaf10@sapo.pt,kNKVLgsPEx,12/9/1993,26/4/2022,+2.8, 		+168
418,Dai Cho Yee,dcy@yahoo.com,4SnzKFvDeu,21/12/1973,10/8/2025,-90,	 	+180
419,Sakurai Hikari,sakuraihikari@gmail.com,AKQTAoZYFA,21/8/1993,2/9/2023,+90.0000,   -180
420,Angela Tucker,tuangel@outlook.com,OQmQux5UXK,10/6/1996,22/9/2022,-90.00,-180.0000
421,Tamura Kenta,taken@yahoo.com,7YD4aeAujy,12/9/1992,10/6/2024,88.197,-7
422,Yamaguchi Mio,mioy@gmail.com,guTTWZ2UhL,1/1/2004,1/10/2024,+16.439,180.0
423,Kong Siu Wai,kong2011@gmail.com,D4iTECIozL,22/9/1990,30/5/2025,-90.0000,		180
424,Matthew Hamilton,hamiltonmatthew@mail.com,YEHIfzMge0,8/1/1993,22/10/2025,8, -180.0000
425,Xie Lan,lanxie@gmail.com,URIvTI7EXG,28/7/1998,3/11/2022,50.174,+102
426,Ho Hok Yau,ho1002@gmail.com,IipPixBgJC,17/11/1971,28/4/2023,90.0,	 	+127
427,Aoki Seiko,aokisei@gmail.com,gxHiMuPJkY,18/6/1993,3/6/2025,90,180
428,Chang Ming,mchang@gmail.com,hkaNpEddv4,14/8/2002,30/9/2025,45.8258,	 +154
429,Todd Bailey,baileyto@gmail.com,EUZVVdpJp3,14/11/1983,1/1/2025,+3,  161.5088
430,Edith Diaz,ediaz1992@gmail.com,Gp7Sl2gMml,18/2/1992,30/11/2024,+3,180.00
431,Julie Green,juligreen@gmail.com,ifh9U2FeP0,4/4/1993,31/7/2025,42.8,		180
432,Maeda Rena,marena323@gmail.com,CXIf9Ahlfk,21/4/1972,10/5/2022,7.4545, 		-180.000
433,He Xiaoming,hx6@hotmail.com,Kj1CjTmPTs,5/10/1974,31/12/2025,8,-173
434,Man Ka Keung,kakeungma@icloud.com,52WC6We8HO,23/9/2002,31/7/2025,-90,		 77
435,Yue Wai Man,waimanyue1@gmail.com,M6988kWrrG,19/6/1977,20/1/2022,87.9,0
436,Li Zhiyuan,lzhiy@gmail.com,MGiWKBcZGP,1/4/2001,25/5/2025,2,	 -69.628
437,Jimmy Cruz,cjimm@icloud.com,15AXVliWf2,9/2/1990,3/3/2023,+9,+158.391
438,Benjamin Smith,smithb9@gmail.com,x3OBS2G9lB,11/6/1970,11/9/2023,-0,109
439,Li Zitao,li3@hotmail.com,5XIghQa1Qu,26/7/1977,13/6/2025,90.0000,		122.9656
440,Frank Jenkins,jef@icloud.com,5Avn3Z6pPI,4/10/1980,15/8/2022,26,  	+109.4733
441,Hayashi Hana,hanah@gmail.com,RNcE8bjEao,6/10/1981,22/2/2022,+90,   +180
442,Takeuchi Rena,tr330@gmail.com,NGPlnOw7hh,22/3/1987,19/6/2023,5,	177.4
443,Mo Wai San,wamo72@icloud.com,CBx8sPDupI,3/4/1979,21/3/2025,-90.00,	180
444,Ishida Misaki,ishidamisa@hotmail.com,42sZgdznOo,2/10/1985,21/8/2025,+58,-180.000
445,Meng Ming,menming87@sapo.pt,WqLGQvSCmG,13/9/1986,13/7/2023,-90,		 -17
446,Dai Rui,dai703@gmail.com,EAHB9KNOrE,5/6/1979,16/6/2022,5, 	180
447,Takahashi Daisuke,tda@hotmail.com,6uI8zfsofU,13/10/1975,3/12/2024,-2, +180
448,Zhong Jialun,zhongjial@gmail.com,02yQQXiTIr,17/10/1975,18/3/2025,-90, 9.2
449,Lin Zhennan,zhennanl808@icloud.com,Xo9eKfzvEA,1/5/1990,10/6/2025,90, 68
450,Chow Wai Yee,chowy@hotmail.com,mJkAb7CdmR,3/11/1980,3/12/2025,67, 		180.0
451,Cheng Sai Wing,csw@sapo.pt,Xb1TwaNINj,19/7/1991,1/9/2023,-90,	-51.0
452,Hazel Edwards,edwarhaz1971@gmail.com,YSHXkX5H0T,8/7/1994,5/10/2022,90,45
453,Lin Zhennan,lzhennan3@icloud.com,DA4As6QVWm,25/4/1978,6/11/2025,90.0,	180
454,Yuen Kwok Wing,yuenkwokwing@icloud.com,5dBH28rIcv,25/3/1989,18/1/2022,-90,  	+89.9
455,Matthew Castro,casmatt94@hotmail.com,ACUZ3091pV,16/9/1973,18/9/2023,-14.2700,		180.0
456,Choi Chiu Wai,chcw@hotmail.com,jMzQLB8rY4,8/3/1995,21/11/2022,-90.0,180.00
457,Martin Turner,turma@gmail.com,CDeouvNSmT,9/5/2004,8/4/2024,+31, -180
458,Jonathan Fox,foxjonathan@outlook.com,5LA33Uhu3c,21/3/2003,9/6/2024,37.8173,180.0000
459,Tse Ka Ming,kamitse4@hotmail.com,GRZglo8vuu,28/10/1979,13/1/2023,90.000,	 	180.00
460,Bobby Hill,hibobby@gmail.com,IrrqA86l10,3/1/1970,18/5/2023,90.000,180
461,Sano Hana,saha511@gmail.com,v2lDGXwMCY,3/7/1980,16/3/2023,+90,+180.0000
462,Cheng Ziyi,ziyi66@yahoo.com,23gP5sqLAV,27/10/1998,4/5/2022,-90.00,			180.0
463,Chiang Wai Man,chiawm@mail.com,MJepxSpZd1,25/3/1984,5/3/2024,+90.000,		 180
464,Arimura Yuna,yunaa2019@hotmail.com,MMwWveLTls,15/5/1994,24/11/2025,+90.0,  180.000
465,Xia Zhiyuan,zhiyuxia8@gmail.com,6wJyZsaYUt,15/12/1970,17/11/2025,90.000,	 180.0
466,Tang Lan,lantang@hotmail.com,gLkgGe3cw5,1/9/1987,16/11/2022,+90,125.66
467,Ku Kar Yan,kuky808@icloud.com,wjvywJ7A59,10/4/1983,26/10/2025,-9.861,	108
468,Wang Jiehong,jiehong9@gmail.com,cwpUPOCaNA,19/1/1974,3/11/2022,-90.0,  	+180
469,Abe Sakura,as67@sapo.pt,KxXCDJPMyR,18/10/1983,21/2/2025,-90.000,180.0000
470,Pak Ka Keung,kkpak@outlook.com,Z6J9Cstoz8,21/8/1975,5/2/2022,+47, 		35
471,Yuen Siu Wai,yuesw1122@outlook.com,KTBn9rZTXC,5/7/1998,12/11/2023,90,180.00
472,Janet Rogers,janetroger@gmail.com,BDU240fbOH,29/6/2000,28/10/2024,-48,  	-2.7847
473,Qian Lan,lanqia@outlook.com,igGUcna8Ch,18/9/1978,4/4/2024,-62,	75.9
474,Wong Chiu Wai,cwwong7@hotmail.com,ly2moOYoSO,3/11/1994,20/9/2024,54,-180
475,Theresa Guzman,guther925@hotmail.com,icuU5iNf2B,21/7/1970,23/1/2025,+6.9,  +180.0
476,Ueno Nanami,nanauen@gmail.com,DG9HIZD8Ox,16/2/1989,27/11/2025,-70.0862,   180.0000
477,Uchida Rin,uchida3@gmail.com,TldlalDuRz,8/6/1972,28/7/2025,+90,  	+8.061
478,Miu Tsz Hin,tszhinmiu04@hotmail.com,R7DNb3WyoK,4/8/1975,7/8/2025,+2.31,	 	172.3750
479,Huang Lu,luhuang405@gmail.com,pWOS6CJKvY,3/9/1997,30/11/2023,81,	  63.76
480,Dai Wing Fat,dwingfat@outlook.com,Xs2VRUDjd7,14/10/1994,9/10/2023,-90, 121.03
481,Qiu Rui,qiur05@icloud.com,K2UdSURGBV,12/3/1993,2/5/2022,3, 	180.0
482,Han Shihan,shh711@yahoo.com,Qd8LMTkoro,10/1/1984,25/3/2025,+90,  +180
483,Yeow Wai San,waisan724@gmail.com,g0JHumxAX8,29/5/1979,8/8/2024,+42,180.0000
484,Ikeda Misaki,ikeda1985@icloud.com,IkEcmoxRMM,23/1/1970,3/11/2023,90,	  180.0
485,Ryan Guzman,ryguzman@gmail.com,xclMCTfyxR,7/8/1976,11/2/2023,90,  180
486,Ando Shino,andoshino@gmail.com,CJVewL5w5T,7/1/1974,24/12/2024,5.950,	-2.925
487,Murakami Aoi,amura@icloud.com,nVoDJIfsL0,30/9/1979,21/9/2024,-4, 	142.67
488,Lu Zhiyuan,zhiyuan1117@hotmail.com,TaX24BrvmY,12/11/1971,28/1/2022,+5,   151.78
489,Michael Jackson,michael905@hotmail.com,zU4zZ8tSQe,23/5/1993,7/5/2025,+90.0,  103.223
490,Nakamura Hazuki,hazukin@hotmail.com,mXpMKL7TE7,26/1/1978,13/10/2024,+46.8, 	 -180.0
491,Matsumoto Takuya,tmats1@yahoo.com,EVpKvzzPUs,7/11/1989,18/3/2023,-29,	-180.00
492,Chang Zitao,chz99@gmail.com,lJsKHoRVrA,29/5/2000,17/10/2024,+54.29,-180
493,Kaneko Airi,kaa1@gmail.com,gTY3nGdJmc,20/5/1987,22/11/2024,+90.0, 8
494,Tang Wing Suen,tangws@yahoo.com,4dcCVGL4uo,21/7/1992,22/11/2023,90,		 37
495,Amy Kennedy,keam@sapo.pt,KILtCWsaam,5/8/2004,16/1/2024,+90,	  180.0
496,Jiang Shihan,jiang5@icloud.com,01MT05iJaL,9/5/1976,3/10/2024,35,		148.0158
497,Jesse Myers,jesse7@outlook.com,3lk2bRARfP,27/11/1974,18/1/2022,-90.000,	  -148.6228
498,Feng Yunxi,fengyunxi@sapo.pt,HBeXqcnux6,2/2/1972,18/3/2022,5,	117.9256
499,Kaneko Daichi,kaneko129@outlook.com,ZqgEaDQWwU,10/9/1998,6/7/2025,-90,	 +3
